SubwayStation,TimeToSubway,TimeToBusStop,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Park),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_SchoolNearBy(Elementary),HallwayType,Floor,YearBuilt,N_FacilitiesInApt,HeatingType,AptManageType,Size(sqf),SalePrice
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,27,2014,10,individual_heating,management_in_trust,914,371681
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,5,2006,5,individual_heating,management_in_trust,818,192920
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,868,238938
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,18,1993,4,individual_heating,management_in_trust,2337,221238
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,7,2014,9,individual_heating,management_in_trust,640,242035
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,19,2006,5,individual_heating,management_in_trust,910,214159
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,8,2007,5,individual_heating,management_in_trust,1483,305309
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,14,2006,5,individual_heating,management_in_trust,818,240707
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,11,1992,3,individual_heating,self_management,644,119469
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,6,2005,7,individual_heating,management_in_trust,743,130973
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,24,2007,10,individual_heating,management_in_trust,1928,388690
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,26,2006,5,individual_heating,management_in_trust,1437,346902
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,10,2007,10,individual_heating,management_in_trust,868,227433
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,14,2007,4,individual_heating,management_in_trust,1366,272566
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,8,2005,7,individual_heating,management_in_trust,572,73442
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,11,1997,5,individual_heating,management_in_trust,644,75221
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,14,2006,5,individual_heating,management_in_trust,910,264159
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,12,1992,3,individual_heating,management_in_trust,576,99115
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,6,2007,10,individual_heating,management_in_trust,868,274336
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,1761,256637
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,1451,163716
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,12,2008,8,individual_heating,management_in_trust,914,178761
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,7,1993,4,individual_heating,management_in_trust,644,185840
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,11,2014,9,individual_heating,management_in_trust,644,190265
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,23,2014,9,individual_heating,management_in_trust,846,329203
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,3,1986,4,central_heating,management_in_trust,1796,221238
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,4,1997,5,individual_heating,management_in_trust,914,101769
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,10,2007,5,individual_heating,management_in_trust,1483,370796
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,8,1978,3,individual_heating,self_management,871,115044
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,24,2007,4,individual_heating,management_in_trust,1103,256637
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,9,1986,3,individual_heating,management_in_trust,508,55752
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,1131,162831
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,22,2005,7,individual_heating,management_in_trust,743,157522
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,3,2007,4,individual_heating,management_in_trust,1103,194690
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,12,2007,4,individual_heating,management_in_trust,1394,261061
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,12,2005,7,individual_heating,management_in_trust,572,190265
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,8,2006,4,individual_heating,management_in_trust,903,230088
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,14,1992,3,individual_heating,management_in_trust,576,67256
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,914,150442
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,23,2008,8,individual_heating,management_in_trust,914,252212
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,17,2013,7,individual_heating,management_in_trust,910,255442
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,1377,245575
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,14,1992,3,individual_heating,management_in_trust,576,60176
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,11,1978,3,individual_heating,self_management,903,181415
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,12,1992,3,individual_heating,self_management,914,107079
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,6,2006,4,individual_heating,management_in_trust,903,228318
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,14,1993,4,individual_heating,management_in_trust,914,133628
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,910,207044
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,18,1993,4,individual_heating,management_in_trust,644,91150
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,5,1992,3,individual_heating,self_management,644,153982
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,11,2007,4,individual_heating,management_in_trust,1419,277876
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,11,1986,4,central_heating,management_in_trust,1377,219469
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,6,2009,5,individual_heating,management_in_trust,910,201566
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,4,2007,10,individual_heating,management_in_trust,868,311504
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,9,1992,3,individual_heating,management_in_trust,576,111061
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,8,1997,5,individual_heating,management_in_trust,558,111504
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,9,1986,4,central_heating,management_in_trust,914,234513
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,11,2005,7,individual_heating,management_in_trust,914,169292
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,10,2007,5,individual_heating,management_in_trust,1629,432743
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,14,2006,5,individual_heating,management_in_trust,910,185840
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,8,1992,3,individual_heating,management_in_trust,576,61946
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,2,2006,5,individual_heating,management_in_trust,818,211061
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,2,2013,7,individual_heating,management_in_trust,910,262831
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,13,2007,5,individual_heating,management_in_trust,1690,448672
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,1160,191938
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,28,2013,7,individual_heating,management_in_trust,910,300884
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,16,2014,2,individual_heating,management_in_trust,206,72920
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,16,2007,5,individual_heating,management_in_trust,1334,376106
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,7,2005,7,individual_heating,management_in_trust,743,169911
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,7,2005,7,individual_heating,management_in_trust,914,201769
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1131,155752
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1377,274336
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,12,2006,4,individual_heating,management_in_trust,903,181415
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,18,2008,8,individual_heating,management_in_trust,914,216814
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,6,2009,5,individual_heating,management_in_trust,914,198451
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,20,1993,4,individual_heating,management_in_trust,914,157522
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,13,2008,8,individual_heating,management_in_trust,829,217699
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,743,146460
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,2,2009,5,individual_heating,management_in_trust,1160,207079
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,24,2015,10,individual_heating,management_in_trust,644,247787
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,6,2007,10,individual_heating,management_in_trust,868,185840
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,7,2007,10,individual_heating,management_in_trust,868,181415
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,11,1978,3,individual_heating,self_management,903,128318
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,14,2013,7,individual_heating,management_in_trust,644,150778
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,17,2008,8,individual_heating,management_in_trust,914,238938
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,23,2005,7,individual_heating,management_in_trust,914,269911
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,3,1992,3,individual_heating,management_in_trust,640,115044
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,914,172566
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,4,1992,3,individual_heating,self_management,914,132743
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,17,1993,4,individual_heating,management_in_trust,1761,203539
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,4,2013,7,individual_heating,management_in_trust,644,141884
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,11,2014,2,individual_heating,management_in_trust,288,105840
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,33,2007,10,individual_heating,management_in_trust,1519,504424
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,10,1986,4,central_heating,management_in_trust,1377,221238
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,19,2006,5,individual_heating,management_in_trust,636,203539
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,5,1993,4,individual_heating,management_in_trust,644,130973
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,18,2013,7,individual_heating,management_in_trust,910,255442
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,914,196460
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,11,1992,3,individual_heating,management_in_trust,576,65044
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,2,2008,8,individual_heating,management_in_trust,829,192035
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,7,1986,3,individual_heating,management_in_trust,508,56637
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,19,2007,10,individual_heating,management_in_trust,868,308849
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,6,2007,5,individual_heating,management_in_trust,1483,371681
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,16,2005,7,individual_heating,management_in_trust,914,154867
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,7,2006,5,individual_heating,management_in_trust,1743,256637
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,355,55752
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,17,2007,4,individual_heating,management_in_trust,1419,265044
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,21,2005,7,individual_heating,management_in_trust,914,180088
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,3,2005,7,individual_heating,management_in_trust,572,199115
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,5,1993,4,individual_heating,management_in_trust,644,143362
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,18,2007,10,individual_heating,management_in_trust,868,278761
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,4,1993,4,individual_heating,management_in_trust,644,118141
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,17,2007,4,individual_heating,management_in_trust,1103,199469
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,910,190265
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,5,2005,7,individual_heating,management_in_trust,572,159292
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,5,1992,3,individual_heating,management_in_trust,576,119469
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,16,1992,3,individual_heating,self_management,914,212389
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,7,2013,7,individual_heating,management_in_trust,644,146256
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,7,2006,4,individual_heating,management_in_trust,903,206194
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,12,2005,7,individual_heating,management_in_trust,572,157522
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,2,2006,5,individual_heating,management_in_trust,1149,296460
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,644,123893
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,2,2008,8,individual_heating,management_in_trust,829,265486
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,11,1993,4,individual_heating,management_in_trust,644,176548
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,914,161061
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,10,1986,4,central_heating,management_in_trust,914,159292
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,11,2008,8,individual_heating,management_in_trust,829,197345
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,21,2013,7,individual_heating,management_in_trust,910,309734
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,5,1992,3,individual_heating,management_in_trust,355,43362
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,9,2007,10,individual_heating,management_in_trust,868,327433
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,4,1986,4,central_heating,management_in_trust,1377,176991
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,23,2005,7,individual_heating,management_in_trust,914,293805
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,9,1993,4,individual_heating,management_in_trust,914,122123
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,12,2005,7,individual_heating,management_in_trust,572,156637
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,7,2005,7,individual_heating,management_in_trust,914,194690
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,14,2006,5,individual_heating,management_in_trust,910,283185
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,15,2006,5,individual_heating,management_in_trust,818,262831
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,12,1986,4,central_heating,management_in_trust,1131,185840
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,12,2009,5,individual_heating,management_in_trust,914,200522
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,868,335398
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,18,2007,10,individual_heating,management_in_trust,868,223893
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,20,2009,5,individual_heating,management_in_trust,914,200522
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,1131,155752
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,33,2007,10,individual_heating,management_in_trust,1387,362831
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,9,2008,8,individual_heating,management_in_trust,914,254867
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,8,1992,3,individual_heating,management_in_trust,640,64601
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,13,2013,7,individual_heating,management_in_trust,910,260707
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,2,2007,10,individual_heating,management_in_trust,1387,420353
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,914,141592
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,2,1992,3,individual_heating,management_in_trust,355,35398
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,20,2007,10,individual_heating,management_in_trust,868,225663
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,15,2009,5,individual_heating,management_in_trust,1160,265442
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,13,2007,10,individual_heating,management_in_trust,868,224778
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,8,2005,7,individual_heating,management_in_trust,914,199115
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,12,1993,4,individual_heating,management_in_trust,644,172566
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,4,1986,3,individual_heating,management_in_trust,547,57522
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,5,1992,3,individual_heating,management_in_trust,576,59292
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,868,194690
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,5,1986,3,individual_heating,management_in_trust,451,46902
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,32,2007,10,individual_heating,management_in_trust,1643,513274
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,17,2007,10,individual_heating,management_in_trust,868,349557
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,355,37168
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,18,2014,9,individual_heating,management_in_trust,640,276106
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,18,2005,7,individual_heating,management_in_trust,914,161946
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,8,2005,7,individual_heating,management_in_trust,914,276106
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,1,2009,5,individual_heating,management_in_trust,910,156194
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,1377,216814
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,12,2007,10,individual_heating,management_in_trust,868,198230
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,24,2013,7,individual_heating,management_in_trust,910,325663
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,20,2006,5,individual_heating,management_in_trust,818,204424
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,20,2009,5,individual_heating,management_in_trust,1160,209734
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,644,176991
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,12,2007,10,individual_heating,management_in_trust,1643,429203
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,11,2009,5,individual_heating,management_in_trust,1160,212389
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,914,158407
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,14,2008,8,individual_heating,management_in_trust,829,261061
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,11,2007,5,individual_heating,management_in_trust,1483,383185
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,12,2006,5,individual_heating,management_in_trust,818,291150
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,29,2007,4,individual_heating,management_in_trust,1448,341592
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,16,2005,7,individual_heating,management_in_trust,743,142477
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,16,1993,4,individual_heating,management_in_trust,914,132743
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,644,95575
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,6,2006,5,individual_heating,management_in_trust,814,182300
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,3,2007,5,individual_heating,management_in_trust,1690,408849
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,3,2006,5,individual_heating,management_in_trust,811,219911
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,8,1997,5,individual_heating,management_in_trust,644,76991
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,3,1993,4,individual_heating,management_in_trust,644,172566
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,4,1986,4,central_heating,management_in_trust,914,252212
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,2,2014,9,individual_heating,management_in_trust,640,256637
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,25,2007,10,individual_heating,management_in_trust,868,292035
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,9,1997,5,individual_heating,management_in_trust,558,68141
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,9,2006,5,individual_heating,management_in_trust,1149,287610
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,20,1993,4,individual_heating,management_in_trust,914,121238
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,20,2006,5,individual_heating,management_in_trust,818,284955
